x	f(x)
-0.681	0.402179
0.987	0.0193733
-0.599	0.480899
-0.888	0.158592
-0.866	0.187533
-0.756	0.321348
-0.784	0.289008
-0.995	0.00748125
-0.614	0.467253
0.997	0.00449325
0.908	0.131652
-0.995	0.00748125
0.832	0.230832
0.574	0.502893
-0.296	0.684288
0.763	0.313373
0.965	0.0515813
0.971	0.0428693
-0.842	0.218277
-0.826	0.238293
-0.959	0.0602393
0.789	0.283109
-0.601	0.479099
0.881	0.167879
0.959	0.0602393
-0.441	0.604139
-0.748	0.330372
0.37	0.647325
-0.284	0.689508
-0.316	0.675108
-0.988	0.017892
0.916	0.120708
0.578	0.499437
-0.997	0.00449325
-0.843	0.217013
0.756	0.321348
-0.818	0.248157
-0.738	0.341517
-0.917	0.119333
0.767	0.308783
0.733	0.347033
0.478	0.578637
-0.717	0.364433
-0.902	0.139797
-0.468	0.585732
0.944	0.081648
0.768	0.307632
0.692	0.390852
-0.285	0.689081
0.964	0.053028
0.879	0.170519
0.939	0.0887093
0.576	0.501168
-0.521	0.546419
-0.83	0.233325
-0.719	0.362279
0.991	0.0134393
-0.749	0.329249
0.737	0.342623
-0.666	0.417333
-0.85	0.208125
0.967	0.0486833
0.846	0.213213
-0.981	0.0282292
0.515	0.551081
0.801	0.268799
-0.794	0.277173
-0.668	0.415332
0.712	0.369792
-0.699	0.383549
-0.814	0.253053
0.968	0.047232
0.822	0.243237
0.598	0.481797
-0.652	0.431172
0.706	0.376173
-0.964	0.053028
0.736	0.343728
0.65	0.433125
-0.566	0.509733
-0.831	0.232079
0.98	0.0297
0.587	0.491573
0.867	0.186233
0.781	0.292529
-0.936	0.092928
0.5	0.5625
-0.682	0.401157
-0.692	0.390852
-0.909	0.130289
0.719	0.362279
-0.968	0.047232
0.706	0.376173
0.595	0.484481
-0.802	0.267597
-0.731	0.349229
0.606	0.474573
-0.824	0.240768
0.514	0.551853
0.971	0.0428693
-0.872	0.179712
-0.406	0.626373
0.732	0.348132
0.826	0.238293
-0.968	0.047232
0.928	0.104112
-0.324	0.671268
0.713	0.368723
0.296	0.684288
-0.978	0.032637
0.966	0.050133
-0.892	0.153252
-0.818	0.248157
-0.771	0.304169
0.768	0.307632
0.941	0.0858893
-0.951	0.0716993
0.56	0.5148
-0.992	0.011952
0.52	0.5472
-0.555	0.518981
0.747	0.331493
0.559	0.515639
0.868	0.184932
-0.46	0.5913
0.552	0.521472
0.994	0.008973
0.694	0.388773
-0.659	0.424289
-0.817	0.249383
-0.536	0.534528
-0.523	0.544853
0.688	0.394992
-0.93	0.101325
-0.771	0.304169
-0.893	0.151913
-0.839	0.222059
0.743	0.335963
-0.701	0.381449
0.648	0.435072
0.99	0.014925
0.829	0.234569
0.506	0.557973
-0.856	0.200448
0.686	0.397053
-0.823	0.242003
0.727	0.353603
-0.733	0.347033
0.939	0.0887093
-0.965	0.0515813
0.658	0.425277
0.536	0.534528
-0.721	0.360119
-0.715	0.366581
0.595	0.484481
-0.967	0.0486833
0.505	0.558731
0.972	0.041412
-0.917	0.119333
-0.57	0.506325
-0.866	0.187533
-0.899	0.143849
0.967	0.0486833
-0.93	0.101325
-0.536	0.534528
-0.996	0.005988
-0.642	0.440877
-0.589	0.489809
-0.995	0.00748125
-0.612	0.469092
0.961	0.0573592
0.641	0.441839
0.973	0.0399533
0.807	0.261563
0.988	0.017892
0.722	0.359037
-0.924	0.109668
0.995	0.00748125
-0.836	0.225828
-0.536	0.534528
-0.646	0.437013
0.402	0.628797
0.551	0.522299
0.821	0.244469
0.815	0.251831
0.84	0.2208
-0.842	0.218277
0.691	0.391889
-0.528	0.540912
-0.669	0.414329
0.478	0.578637
0.913	0.124823
-0.515	0.551081
-0.97	0.044325
0.877	0.173153
-0.562	0.513117
-0.956	0.064548
-0.95	0.073125
-0.594	0.485373
-0.906	0.134373
0.358	0.653877
0.802	0.267597
-0.695	0.387731
-0.736	0.343728
-0.69	0.392925
0.514	0.551853
0.937	0.0915232
0.749	0.329249
-0.971	0.0428693
0.731	0.349229
0.974	0.038493
-0.893	0.151913
-0.492	0.568452
0.462	0.589917
-0.773	0.301853
-0.922	0.112437
0.997	0.00449325
0.918	0.117957
0.58	0.4977
0.911	0.127559
0.942	0.084477
-0.97	0.044325
-0.953	0.0688433
-0.883	0.165233
0.893	0.151913
0.835	0.227081
-0.437	0.606773
-0.783	0.290183
-0.635	0.447581
0.682	0.401157
0.695	0.387731
-0.861	0.194009
-0.923	0.111053
0.923	0.111053
-0.927	0.105503
0.6	0.48
0.859	0.196589
-0.507	0.557213
-0.972	0.041412
-0.978	0.032637
0.604	0.476388
-0.81	0.257925
0.58	0.4977
-0.295	0.684731
-0.654	0.429213
-0.828	0.235812
0.907	0.133013
-0.961	0.0573592
-0.174	0.727293
-0.956	0.064548
0.756	0.321348
-0.878	0.171837
-0.728	0.352512
-0.557	0.517313
-0.958	0.061677
0.632	0.450432
0.696	0.386688
0.731	0.349229
-0.839	0.222059
-0.852	0.205572
0.684	0.399108
-0.344	0.661248
-0.896	0.147888
0.995	0.00748125
-0.951	0.0716993
0.925	0.108281
0.893	0.151913
-0.889	0.157259
-0.846	0.213213
0.931	0.0999292
0.591	0.488039
0.605	0.475481
-0.935	0.0943312
-0.838	0.223317
0.933	0.0971332
-0.78	0.2937
-0.874	0.177093
0.984	0.023808
0.974	0.038493
-0.814	0.253053
0.76	0.3168
0.683	0.400133
0.462	0.589917
-0.736	0.343728
0.882	0.166557
-0.705	0.377231
-0.921	0.113819
-0.777	0.297203
-0.597	0.482693
0.351	0.657599
-0.976	0.035568
0.306	0.679773
0.938	0.090117
0.323	0.671753
0.688	0.394992
0.328	0.669312
-0.798	0.272397
0.794	0.277173
0.91	0.128925
0.952	0.070272
-0.844	0.215748
0.687	0.396023
-0.501	0.561749
-0.63	0.452325
0.882	0.166557
-0.913	0.124823
-0.564	0.511428
0.873	0.178403
-0.613	0.468173
0.884	0.163908
0.878	0.171837
-0.461	0.590609
-0.928	0.104112
0.601	0.479099
0.944	0.081648
0.956	0.064548
0.533	0.536933
0.772	0.303012
-0.749	0.329249
0.884	0.163908
0.813	0.254273
-0.799	0.271199
0.993	0.0104633
-0.904	0.137088
0.866	0.187533
-0.895	0.149231
0.985	0.0223313
-0.912	0.126192
0.658	0.425277
0.51	0.554925
-0.726	0.354693
-0.91	0.128925
-0.787	0.285473
-0.497	0.564743
0.41	0.623925
-0.64	0.4428
0.898	0.145197
0.773	0.301853
-0.981	0.0282292
0.837	0.224573
-0.823	0.242003
0.911	0.127559
-0.705	0.377231
-0.347	0.659693
0.566	0.509733
-0.968	0.047232
0.572	0.504612
0.968	0.047232
0.56	0.5148
0.64	0.4428
-0.961	0.0573592
0.736	0.343728
-0.135	0.736331
0.712	0.369792
-0.483	0.575033
0.172	0.727812
-0.615	0.466331
0.699	0.383549
0.828	0.235812
0.943	0.0830633
-0.667	0.416333
0.391	0.635339
0.658	0.425277
0.484	0.574308
-0.928	0.104112
-0.426	0.613893
0.651	0.432149
-0.767	0.308783
0.872	0.179712
0.744	0.334848
-0.774	0.300693
-0.979	0.0311693
0.993	0.0104633
-0.442	0.603477
-0.794	0.277173
0.916	0.120708
0.899	0.143849
-0.277	0.692453
0.999	0.00149925
-0.908	0.131652
0.995	0.00748125
0.977	0.0341033
0.704	0.378288
0.912	0.126192
0.668	0.415332
0.842	0.218277
-0.864	0.190128
0.906	0.134373
0.686	0.397053
0.936	0.092928
0.842	0.218277
0.894	0.150573
0.163	0.730073
-0.839	0.222059
0.876	0.174468
0.837	0.224573
-0.873	0.178403
0.848	0.210672
0.602	0.478197
-0.932	0.098532
0.777	0.297203
0.877	0.173153
-0.694	0.388773
0.827	0.237053
-0.93	0.101325
0.974	0.038493
0.709	0.372989
0.892	0.153252
-0.737	0.342623
-0.674	0.409293
0.414	0.621453
0.464	0.588528
0.546	0.526413
0.648	0.435072
0.759	0.317939
-0.975	0.0370313
-0.509	0.555689
0.713	0.368723
-0.808	0.260352
0.62	0.4617
0.714	0.367653
0.942	0.084477
-0.805	0.263981
0.889	0.157259
0.45	0.598125
0.902	0.139797
-0.929	0.102719
0.982	0.026757
0.593	0.486263
-0.879	0.170519
0.853	0.204293
0.421	0.617069
0.93	0.101325
0.878	0.171837
-0.732	0.348132
0.724	0.356868
0.669	0.414329
0.7	0.3825
0.896	0.147888
-0.318	0.674157
-0.789	0.283109
0.91	0.128925
-0.88	0.1692
0.837	0.224573
0.949	0.0745493
-0.574	0.502893
0.767	0.308783
0.772	0.303012
0.729	0.351419
0.904	0.137088
-0.682	0.401157
-0.774	0.300693
-0.599	0.480899
-0.495	0.566231
-0.904	0.137088
-0.861	0.194009
-0.599	0.480899
0.745	0.333731
-0.841	0.219539
0.667	0.416333
0.182	0.725157
-0.959	0.0602393
-0.708	0.374052
-0.95	0.073125
0.989	0.0164093
0.749	0.329249
0.788	0.284292
0.984	0.023808
0.446	0.600813
0.994	0.008973
0.61	0.470925
0.991	0.0134393
0.623	0.458903
-0.979	0.0311693
0.664	0.419328
0.967	0.0486833
0.731	0.349229
0.906	0.134373
0.726	0.354693
-0.604	0.476388
0.753	0.324743
0.766	0.309933
-0.564	0.511428
-0.734	0.345933
0.628	0.454212
0.98	0.0297
0.853	0.204293
-0.498	0.563997
0.885	0.162581
-0.978	0.032637
-0.702	0.380397
-0.889	0.157259
-0.562	0.513117
-0.957	0.0631133
-0.527	0.541703
0.946	0.078813
-0.918	0.117957
-0.184	0.724608
-0.441	0.604139
-0.666	0.417333
0.53	0.539325
-0.887	0.159923
-0.857	0.199163
0.712	0.369792
-0.997	0.00449325
-0.931	0.0999292
-0.628	0.454212
0.136	0.736128
-0.952	0.070272
-0.958	0.061677
-0.881	0.167879
-0.952	0.070272
-0.881	0.167879
0.748	0.330372
-0.704	0.378288
0.602	0.478197
0.607	0.473663
-0.658	0.425277
0.84	0.2208
0.888	0.158592
0.47	0.584325
-0.77	0.305325
0.81	0.257925
0.487	0.572123
0.896	0.147888
-0.214	0.715653
0.885	0.162581
-0.257	0.700463
0.724	0.356868
0.965	0.0515813
0.762	0.314517
-0.74	0.3393
0.91	0.128925
-0.276	0.692868
0.563	0.512273
-0.975	0.0370313
-0.889	0.157259
0.989	0.0164093
-0.968	0.047232
-0.763	0.313373
0.851	0.206849
0.69	0.392925
0.97	0.044325
0.824	0.240768
-0.877	0.173153
-0.477	0.579353
-0.989	0.0164093
-0.714	0.367653
0.741	0.338189
0.855	0.201731
-0.696	0.386688
0.977	0.0341033
-0.995	0.00748125
0.4	0.63
0.908	0.131652
0.903	0.138443
0.867	0.186233
0.991	0.0134393
-0.981	0.0282292
0.939	0.0887093
-0.731	0.349229
-0.507	0.557213
0.647	0.436043
-0.338	0.664317
0.598	0.481797
-0.65	0.433125
-0.897	0.146543
-0.751	0.326999
0.512	0.553392
-0.579	0.498569
-0.613	0.468173
0.854	0.203013
0.905	0.135731
0.795	0.275981
0.54	0.5313
0.788	0.284292
-0.815	0.251831
0.571	0.505469
0.984	0.023808
-0.841	0.219539
0.77	0.305325
0.656	0.427248
0.976	0.035568
0.657	0.426263
-0.763	0.313373
-0.492	0.568452
-0.742	0.337077
-0.689	0.393959
0.972	0.041412
0.666	0.417333
0.572	0.504612
-0.804	0.265188
-0.883	0.165233
-0.833	0.229583
-0.881	0.167879
-0.944	0.081648
0.888	0.158592
-0.99	0.014925
0.686	0.397053
-0.917	0.119333
0.966	0.050133
0.986	0.020853
0.614	0.467253
0.563	0.512273
0.7	0.3825
0.821	0.244469
-0.712	0.369792
-0.608	0.472752
0.811	0.256709
0.909	0.130289
0.777	0.297203
0.686	0.397053
-0.925	0.108281
0.883	0.165233
-0.645	0.437981
0.878	0.171837
0.461	0.590609
-0.491	0.569189
0.688	0.394992
0.86	0.1953
0.286	0.688653
0.808	0.260352
0.983	0.0252833
-0.602	0.478197
-0.164	0.729828
0.784	0.289008
0.689	0.393959
-0.776	0.298368
0.721	0.360119
0.989	0.0164093
-0.486	0.572853
-0.885	0.162581
-0.182	0.725157
0.78	0.2937
0.284	0.689508
-0.49	0.569925
-0.701	0.381449
0.863	0.191423
0.392	0.634752
-0.535	0.535331
0.703	0.379343
-0.896	0.147888
-0.911	0.127559
-0.305	0.680231
-0.965	0.0515813
0.588	0.490692
-0.987	0.0193733
0.674	0.409293
0.672	0.411312
-0.691	0.391889
-0.93	0.101325
0.643	0.439913
0.425	0.614531
-0.623	0.458903
0.583	0.495083
-0.666	0.417333
-0.778	0.296037
-0.993	0.0104633
-0.925	0.108281
0.666	0.417333
0.952	0.070272
0.685	0.398081
-0.922	0.112437
-0.961	0.0573592
-0.619	0.462629
-0.857	0.199163
0.57	0.506325
-0.484	0.574308
0.968	0.047232
0.7	0.3825
0.804	0.265188
0.638	0.444717
-0.667	0.416333
0.847	0.211943
-0.99	0.014925
-0.848	0.210672
0.984	0.023808
0.861	0.194009
0.668	0.415332
0.425	0.614531
0.837	0.224573
0.8	0.27
-0.803	0.266393
-0.88	0.1692
0.513	0.552623
0.972	0.041412
-0.53	0.539325
0.768	0.307632
0.93	0.101325
0.755	0.322481
0.759	0.317939
0.951	0.0716993
0.672	0.411312
-0.58	0.4977
-0.831	0.232079
0.822	0.243237
-0.614	0.467253
0.993	0.0104633
0.969	0.0457793
0.768	0.307632
0.466	0.587133
0.927	0.105503
-0.445	0.601481
-0.905	0.135731
0.52	0.5472
0.633	0.449483
0.843	0.217013
-0.763	0.313373
-0.484	0.574308
0.943	0.0830633
0.852	0.205572
0.855	0.201731
0.819	0.246929
0.808	0.260352
-0.842	0.218277
-0.816	0.250608
-0.755	0.322481
0.806	0.262773
0.775	0.299531
-0.482	0.575757
-0.516	0.550308
0.823	0.242003
-0.771	0.304169
0.803	0.266393
-0.59	0.488925
0.905	0.135731
0.694	0.388773
0.611	0.470009
0.625	0.457031
0.842	0.218277
-0.891	0.154589
0.405	0.626981
-0.38	0.6417
0.25	0.703125
0.981	0.0282292
-0.7	0.3825
-0.463	0.589223
-0.445	0.601481
-0.955	0.0659813
0.756	0.321348
0.742	0.337077
0.61	0.470925
-0.735	0.344831
0.966	0.050133
-0.791	0.280739
0.374	0.645093
-0.624	0.457968
0.887	0.159923
0.903	0.138443
-0.743	0.335963
-0.989	0.0164093
0.746	0.332613
0.852	0.205572
0.637	0.445673
0.961	0.0573592
-0.444	0.602148
0.64	0.4428
0.885	0.162581
-0.992	0.011952
-0.65	0.433125
0.78	0.2937
-0.913	0.124823
-0.916	0.120708
0.978	0.032637
-0.314	0.676053
-0.647	0.436043
-0.599	0.480899
0.982	0.026757
0.48	0.5772
0.853	0.204293
-0.913	0.124823
-0.594	0.485373
0.664	0.419328
-0.815	0.251831
0.91	0.128925
0.797	0.273593
0.983	0.0252833
0.971	0.0428693
0.833	0.229583
0.933	0.0971332
0.78	0.2937
0.883	0.165233
0.813	0.254273
-0.919	0.116579
-0.523	0.544853
0.872	0.179712
-0.791	0.280739
0.694	0.388773
-0.409	0.624539
0.954	0.067413
-0.599	0.480899
0.84	0.2208
-0.818	0.248157
0.798	0.272397
-0.964	0.053028
-0.816	0.250608
-0.863	0.191423
0.901	0.141149
-0.828	0.235812
-0.477	0.579353
0.746	0.332613
0.646	0.437013
-0.991	0.0134393
0.682	0.401157
0.967	0.0486833
0.832	0.230832
0.324	0.671268
-0.751	0.326999
-0.561	0.513959
0.998	0.002997
0.741	0.338189
-0.843	0.217013
-0.962	0.055917
-0.572	0.504612
0.993	0.0104633
-0.655	0.428231
-0.527	0.541703
-0.984	0.023808
-0.987	0.0193733
-0.87	0.182325
-0.171	0.728069
-0.345	0.660731
-0.689	0.393959
0.916	0.120708
-0.906	0.134373
0.703	0.379343
0.976	0.035568
-0.892	0.153252
-0.798	0.272397
-0.444	0.602148
-0.694	0.388773
0.648	0.435072
0.719	0.362279
0.958	0.061677
0.994	0.008973
0.566	0.509733
-0.68	0.4032
0.757	0.320213
-0.784	0.289008
-0.899	0.143849
0.81	0.257925
-0.912	0.126192
-0.859	0.196589
0.38	0.6417
-0.481	0.576479
-0.404	0.627588
-0.851	0.206849
0.6	0.48
-0.489	0.570659
-0.542	0.529677
-0.928	0.104112
-0.8	0.27
-0.709	0.372989
0.734	0.345933
-0.938	0.090117
0.949	0.0745493
0.814	0.253053
0.306	0.679773
0.663	0.420323
0.921	0.113819
0.504	0.559488
0.693	0.389813
0.741	0.338189
-0.748	0.330372
0.786	0.286653
0.949	0.0745493
0.855	0.201731
-0.803	0.266393
-0.949	0.0745493
-0.586	0.492453
-0.991	0.0134393
-0.801	0.268799
-0.881	0.167879
-0.67	0.413325
0.742	0.337077
0.603	0.477293
-0.982	0.026757
0.662	0.421317
0.698	0.384597
0.985	0.0223313
0.668	0.415332
-0.98	0.0297
-0.94	0.0873
0.247	0.704243
-0.879	0.170519
0.955	0.0659813
0.849	0.209399
-0.901	0.141149
0.97	0.044325
-0.857	0.199163
-0.973	0.0399533
0.795	0.275981
-0.801	0.268799
-0.908	0.131652
0.748	0.330372
0.68	0.4032
-0.672	0.411312
0.957	0.0631133
-0.729	0.351419
0.612	0.469092
0.326	0.670293
-0.739	0.340409
0.685	0.398081
0.978	0.032637
-0.888	0.158592
0.872	0.179712
0.359	0.653339
0.977	0.0341033
-0.691	0.391889
-0.575	0.502031
-0.711	0.370859
0.985	0.0223313
-0.798	0.272397
-0.909	0.130289
-0.777	0.297203
0.67	0.413325
0.856	0.200448
-0.335	0.665831
0.753	0.324743
-0.947	0.0773933
-0.532	0.537732
0.868	0.184932
-0.783	0.290183
0.968	0.047232
-0.663	0.420323
0.395	0.632981
0.717	0.364433
-0.853	0.204293
-0.96	0.0588
-0.989	0.0164093
-0.984	0.023808
0.375	0.644531
-0.661	0.422309
0.77	0.305325
0.815	0.251831
0.49	0.569925
0.401	0.629399
0.73	0.350325
-0.349	0.658649
-0.499	0.563249
-0.654	0.429213
-0.675	0.408281
-0.741	0.338189
0.725	0.355781
-0.9	0.1425
0.667	0.416333
-0.844	0.215748
0.845	0.214481
0.99	0.014925
-0.322	0.672237
-0.976	0.035568
0.944	0.081648
-0.85	0.208125
0.581	0.496829
-0.699	0.383549
-0.92	0.1152
-0.325	0.670781
0.773	0.301853
0.67	0.413325
0.913	0.124823
-0.753	0.324743
-0.499	0.563249
0.943	0.0830633
-0.942	0.084477
0.474	0.581493
0.853	0.204293
-0.99	0.014925
0.875	0.175781
-0.856	0.200448
0.965	0.0515813
-0.388	0.637092
0.346	0.660213
-0.709	0.372989
-0.99	0.014925
0.865	0.188831
-0.545	0.527231
-0.728	0.352512
-0.203	0.719093
-0.878	0.171837
0.724	0.356868
0.843	0.217013
-0.993	0.0104633
-0.259	0.699689
0.373	0.645653
-0.897	0.146543
-0.794	0.277173
-0.718	0.363357
0.709	0.372989
0.96	0.0588
-0.581	0.496829
-0.512	0.553392
0.748	0.330372
0.976	0.035568
-0.958	0.061677
0.688	0.394992
0.912	0.126192
0.97	0.044325
0.51	0.554925
-0.961	0.0573592
0.944	0.081648
0.888	0.158592
0.445	0.601481
0.865	0.188831
0.869	0.183629
0.411	0.623309
0.853	0.204293
-0.968	0.047232
0.841	0.219539
-0.854	0.203013
-0.791	0.280739
0.824	0.240768
0.721	0.360119
0.883	0.165233
-0.713	0.368723
-0.307	0.679313
0.701	0.381449
0.742	0.337077
-0.962	0.055917
-0.957	0.0631133
0.636	0.446628
0.693	0.389813
0.26	0.6993
-0.866	0.187533
0.95	0.073125
-0.588	0.490692
0.957	0.0631133
0.897	0.146543
0.425	0.614531
-0.951	0.0716993
-0.868	0.184932
-0.653	0.430193
-0.682	0.401157
0.483	0.575033
0.958	0.061677
0.964	0.053028
0.904	0.137088
0.752	0.325872
0.654	0.429213
-0.913	0.124823
-0.806	0.262773
0.83	0.233325
-0.61	0.470925
0.98	0.0297
-0.95	0.073125
-0.576	0.501168
-0.493	0.567713
-0.974	0.038493
0.998	0.002997
-0.968	0.047232
-0.867	0.186233
0.363	0.651173
-0.817	0.249383
0.878	0.171837
0.674	0.409293
0.818	0.248157
0.832	0.230832
0.292	0.686052
-0.698	0.384597
-0.904	0.137088
0.926	0.106893
-0.937	0.0915232
-0.814	0.253053
-0.994	0.008973
0.966	0.050133
-0.474	0.581493
-0.929	0.102719
0.205	0.718481
0.412	0.622692
-0.882	0.166557
-0.976	0.035568
-0.837	0.224573
-0.848	0.210672
0.907	0.133013
-0.917	0.119333
0.395	0.632981
0.851	0.206849
-0.764	0.312228
-0.948	0.075972
-0.913	0.124823
0.781	0.292529
-0.905	0.135731
0.609	0.471839
0.833	0.229583
-0.963	0.0544733
0.955	0.0659813
-0.857	0.199163
-0.37	0.647325
-0.726	0.354693
-0.85	0.208125
0.957	0.0631133
-0.921	0.113819
0.77	0.305325
-0.136	0.736128
-0.985	0.0223313
-0.764	0.312228
0.593	0.486263
-0.163	0.730073
0.752	0.325872
0.96	0.0588
-0.945	0.0802313
0.712	0.369792
-0.53	0.539325
-0.457	0.593363
-0.979	0.0311693
0.756	0.321348
0.913	0.124823
0.937	0.0915232
0.486	0.572853
0.955	0.0659813
0.931	0.0999292
-0.688	0.394992
0.898	0.145197
0.993	0.0104633
0.276	0.692868
-0.661	0.422309
0.884	0.163908
-0.605	0.475481
-0.256	0.700848
-0.555	0.518981
0.625	0.457031
0.317	0.674633
0.931	0.0999292
0.787	0.285473
-0.847	0.211943
-0.702	0.380397
-0.561	0.513959
-0.99	0.014925
-0.662	0.421317
-0.752	0.325872
0.675	0.408281
-0.845	0.214481
0.828	0.235812
-0.732	0.348132
-0.909	0.130289
-0.873	0.178403
0.932	0.098532
-0.358	0.653877
0.359	0.653339
0.823	0.242003
-0.293	0.685613
0.681	0.402179
0.508	0.556452
0.963	0.0544733
-0.876	0.174468
0.55	0.523125
-0.851	0.206849
-0.813	0.254273
0.985	0.0223313
0.78	0.2937
0.953	0.0688433
-0.247	0.704243
-0.644	0.438948
-0.935	0.0943312
0.9	0.1425
0.975	0.0370313
0.639	0.443759
-0.76	0.3168
-0.671	0.412319
-0.462	0.589917
-0.838	0.223317
-0.479	0.577919
-0.932	0.098532
0.555	0.518981
0.443	0.602813
-0.37	0.647325
-0.833	0.229583
-0.759	0.317939
-0.784	0.289008
0.68	0.4032
-0.208	0.717552
-0.677	0.406253
0.917	0.119333
-0.931	0.0999292
-0.857	0.199163
0.708	0.374052
0.72	0.3612
-0.708	0.374052
-0.773	0.301853
-0.994	0.008973
0.71	0.371925
0.83	0.233325
0.992	0.011952
-0.348	0.659172
-0.671	0.412319
0.699	0.383549
0.809	0.259139
-0.679	0.404219
-0.724	0.356868
-0.769	0.306479
-0.354	0.656013
0.642	0.440877
0.948	0.075972
0.835	0.227081
-0.906	0.134373
0.681	0.402179
0.547	0.525593
-0.877	0.173153
0.82	0.2457
0.675	0.408281
0.916	0.120708
-0.476	0.580068
0.746	0.332613
-0.602	0.478197
0.992	0.011952
-0.682	0.401157
0.922	0.112437
0.504	0.559488
0.661	0.422309
0.982	0.026757
0.966	0.050133
0.502	0.560997
0.793	0.278363
-0.172	0.727812
-0.422	0.616437
0.63	0.452325
0.653	0.430193
0.987	0.0193733
-0.375	0.644531
-0.906	0.134373
0.914	0.123453
-0.922	0.112437
0.428	0.612612
-0.938	0.090117
-0.744	0.334848
-0.707	0.375113
0.975	0.0370313
0.856	0.200448
-0.839	0.222059
-0.851	0.206849
0.868	0.184932
0.754	0.323613
0.408	0.625152
-0.951	0.0716993
0.646	0.437013
-0.561	0.513959
0.962	0.055917
0.344	0.661248
0.902	0.139797
0.344	0.661248
0.904	0.137088
0.665	0.418331
0.909	0.130289
-0.745	0.333731
-0.981	0.0282292
0.868	0.184932
-0.849	0.209399
0.989	0.0164093
0.858	0.197877
0.724	0.356868
-0.28	0.6912
0.954	0.067413
-0.992	0.011952
0.798	0.272397
0.985	0.0223313
0.892	0.153252
-0.797	0.273593
-0.178	0.726237
-0.999	0.00149925
-0.865	0.188831
0.835	0.227081
0.307	0.679313
-0.897	0.146543
-0.937	0.0915232
0.508	0.556452
0.664	0.419328
0.898	0.145197
-0.655	0.428231
0.546	0.526413
-0.699	0.383549
0.508	0.556452
-0.499	0.563249
-0.775	0.299531
-0.587	0.491573
-0.993	0.0104633
0.996	0.005988
-0.91	0.128925
0.383	0.639983
0.973	0.0399533
0.331	0.667829
0.473	0.582203
0.715	0.366581
0.832	0.230832
0.978	0.032637
0.99	0.014925
0.949	0.0745493
-0.972	0.041412
-0.798	0.272397
-0.602	0.478197
-0.771	0.304169
0.967	0.0486833
-0.949	0.0745493
0.906	0.134373
-0.561	0.513959
-0.565	0.510581
-0.794	0.277173
0.685	0.398081
0.834	0.228333
-0.606	0.474573
0.652	0.431172
0.896	0.147888
0.663	0.420323
-0.595	0.484481
-0.897	0.146543
-0.666	0.417333
0.734	0.345933
0.684	0.399108
-0.683	0.400133
0.629	0.453269
0.978	0.032637
-0.993	0.0104633
0.816	0.250608
0.977	0.0341033
-0.44	0.6048
-0.796	0.274788
0.919	0.116579
0.628	0.454212
0.887	0.159923
-0.905	0.135731
-0.965	0.0515813
-0.855	0.201731
0.691	0.391889
-0.975	0.0370313
-0.485	0.573581
-0.987	0.0193733
-0.282	0.690357
-0.668	0.415332
-0.971	0.0428693
0.948	0.075972
0.953	0.0688433
-0.502	0.560997
0.838	0.223317
0.776	0.298368
-0.846	0.213213
-0.96	0.0588
0.806	0.262773
0.888	0.158592
0.96	0.0588
-0.828	0.235812
0.813	0.254273
0.759	0.317939
-0.74	0.3393
0.75	0.328125
0.648	0.435072
0.93	0.101325
-0.697	0.385643
-0.814	0.253053
0.244	0.705348
-0.927	0.105503
0.92	0.1152
0.709	0.372989
-0.913	0.124823
-0.926	0.106893
-0.669	0.414329
0.925	0.108281
-0.605	0.475481
0.711	0.370859
0.925	0.108281
-0.397	0.631793
0.743	0.335963
-0.743	0.335963
-0.699	0.383549
0.635	0.447581
0.493	0.567713
-0.859	0.196589
0.745	0.333731
0.791	0.280739
0.884	0.163908
0.566	0.509733
-0.955	0.0659813
0.88	0.1692
0.749	0.329249
-0.852	0.205572
-0.486	0.572853
-0.81	0.257925
0.129	0.737519
0.747	0.331493
-0.55	0.523125
0.551	0.522299
0.487	0.572123
-0.816	0.250608
0.778	0.296037
0.597	0.482693
-0.681	0.402179
-0.955	0.0659813
0.463	0.589223
-0.788	0.284292
0.741	0.338189
0.901	0.141149
0.996	0.005988
-0.364	0.650628
-0.721	0.360119
0.191	0.722639
0.748	0.330372
-0.667	0.416333
0.79	0.281925
-0.34	0.6633
0.652	0.431172
0.81	0.257925
0.948	0.075972
-0.989	0.0164093
0.832	0.230832
-0.673	0.410303
0.916	0.120708
0.513	0.552623
0.698	0.384597
0.667	0.416333
-0.617	0.464483
0.38	0.6417
0.806	0.262773
-0.843	0.217013
0.759	0.317939
0.897	0.146543
-0.927	0.105503
0.904	0.137088
0.866	0.187533
0.915	0.122081
-0.847	0.211943
0.922	0.112437
-0.935	0.0943312
0.899	0.143849
0.513	0.552623
-0.657	0.426263
-0.584	0.494208
0.461	0.590609
0.416	0.620208
-0.936	0.092928
0.62	0.4617
-0.657	0.426263
-0.684	0.399108
-0.834	0.228333
-0.929	0.102719
0.952	0.070272
-0.76	0.3168
0.992	0.011952
-0.28	0.6912
-0.445	0.601481
0.928	0.104112
-0.605	0.475481
0.908	0.131652
0.705	0.377231
0.879	0.170519
-0.725	0.355781
-0.955	0.0659813
0.494	0.566973
-0.504	0.559488
-0.763	0.313373
-0.722	0.359037
-0.837	0.224573
0.712	0.369792
-0.989	0.0164093
0.785	0.287831
0.787	0.285473
0.508	0.556452
-0.612	0.469092
0.957	0.0631133
-0.768	0.307632
0.904	0.137088
0.644	0.438948
-0.819	0.246929
0.95	0.073125
0.762	0.314517
-0.635	0.447581
